emp_no,dept_no,from_date,to_date
17098,d005,1998-08-26,9999-01-01
17122,d004,1992-06-30,1993-04-15
17122,d009,1993-04-15,1993-06-05
17139,d004,1987-11-23,9999-01-01
17142,d004,1988-05-21,9999-01-01
17149,d001,1996-09-03,9999-01-01
17149,d007,1995-10-01,1996-09-03
17155,d006,1990-09-20,9999-01-01
17156,d005,1993-10-12,9999-01-01
17163,d005,1988-03-12,9999-01-01
17188,d005,1988-09-19,9999-01-01
17196,d004,1997-03-15,1997-10-08
17200,d004,1992-12-02,9999-01-01
17209,d005,1988-07-05,9999-01-01
17218,d005,1990-03-24,9999-01-01
17227,d005,1996-02-06,9999-01-01
17229,d009,1999-04-21,1999-10-24
17230,d002,1992-03-10,9999-01-01
17233,d004,1996-12-18,9999-01-01
17242,d005,1988-01-27,1996-01-20
17245,d007,1995-01-12,9999-01-01
17248,d005,1986-12-14,9999-01-01
17256,d007,1993-06-11,9999-01-01
17257,d004,1993-08-31,2000-04-16
17271,d005,1993-06-20,9999-01-01
17272,d004,1994-08-08,9999-01-01
17286,d005,1989-07-07,9999-01-01
17329,d005,1998-07-21,1999-03-14
17329,d008,1999-03-14,9999-01-01
17338,d005,1989-04-26,9999-01-01
17342,d005,1993-08-11,1994-05-17
17345,d003,1988-09-25,9999-01-01
17347,d004,1999-06-17,9999-01-01
17351,d001,1993-07-06,2000-02-22
17358,d004,1996-10-23,2000-12-29
17360,d006,1996-12-05,9999-01-01
17368,d005,1994-05-10,9999-01-01
17378,d007,1997-01-29,1999-05-23
17399,d007,1988-07-20,9999-01-01
17404,d006,1989-02-23,9999-01-01
17407,d007,1995-11-13,9999-01-01
17439,d004,1998-10-07,2000-10-18
17439,d009,2000-10-18,9999-01-01
17441,d004,1990-03-25,9999-01-01
17466,d001,1991-11-12,1992-10-09
17466,d009,1992-10-09,9999-01-01
17473,d009,1991-10-02,9999-01-01
17479,d004,1993-06-13,9999-01-01
17501,d005,1998-04-18,9999-01-01
17503,d004,1985-07-18,1991-06-05
17503,d009,1991-06-05,9999-01-01
17512,d004,2000-10-27,9999-01-01
17512,d005,1998-01-05,2000-10-27
17543,d002,1996-12-31,9999-01-01
17547,d004,1997-01-09,9999-01-01
17549,d005,1985-05-14,2002-02-25
17561,d009,1996-07-11,9999-01-01
17573,d007,1987-04-05,9999-01-01
17582,d005,1988-10-28,9999-01-01
17588,d002,1992-10-25,1993-07-01
17588,d003,1993-07-01,1993-11-29
17624,d002,1995-07-06,1998-08-20
17624,d003,1998-08-20,9999-01-01
17626,d004,1990-12-28,9999-01-01
17640,d009,1998-02-10,2000-05-06
17641,d007,1987-05-17,9999-01-01
17647,d007,1989-08-04,9999-01-01
17650,d004,1989-01-16,9999-01-01
17663,d002,1996-08-13,1999-06-10
17668,d001,1985-04-12,9999-01-01
17683,d001,2000-08-25,9999-01-01
17683,d007,1990-11-21,2000-08-25
17694,d008,1991-01-12,1995-11-08
17695,d007,1987-06-25,1988-11-06
17715,d009,1996-10-14,9999-01-01
17720,d003,1989-11-04,9999-01-01
17737,d004,1989-05-18,9999-01-01
17743,d004,1996-07-27,1997-05-14
17749,d006,1998-09-18,9999-01-01
17761,d004,1986-09-17,9999-01-01
17767,d007,1991-03-17,9999-01-01
17790,d007,1985-04-01,9999-01-01
17797,d007,1988-06-18,1997-09-06
17806,d005,1995-05-22,9999-01-01
17808,d005,1987-11-14,9999-01-01
17850,d006,1997-05-26,9999-01-01
17851,d007,1995-05-27,2001-07-08
17853,d004,1988-06-07,1996-09-04
17853,d006,1996-09-04,1997-08-20
17875,d006,1999-04-19,2000-03-02
17880,d004,1987-12-02,9999-01-01
17881,d007,1990-10-24,9999-01-01
17910,d005,1991-01-24,9999-01-01
17924,d007,1995-05-10,9999-01-01
17930,d001,1988-10-09,1994-08-19
17949,d005,1995-01-07,9999-01-01
17953,d009,1985-09-07,9999-01-01
17978,d009,1987-10-28,9999-01-01
17980,d005,1988-04-04,9999-01-01
17981,d001,2000-05-09,9999-01-01
17981,d007,1998-10-17,2000-05-09
17984,d007,1992-01-25,9999-01-01
17997,d008,1995-10-04,9999-01-01
18009,d006,1996-09-19,9999-01-01
18016,d007,1994-09-03,9999-01-01
18021,d005,1987-05-08,9999-01-01
18030,d004,1986-03-19,9999-01-01
18034,d004,1999-11-24,9999-01-01
18034,d008,1998-05-27,1999-11-24
18047,d005,1994-01-25,2001-09-08
18049,d004,1995-07-03,9999-01-01
18059,d004,1992-11-25,9999-01-01
18061,d004,1985-08-24,1986-01-08
18061,d005,1985-05-28,1985-08-24
18068,d005,1990-08-08,1998-12-01
18105,d005,1997-06-23,1998-06-14
18109,d003,1988-06-02,1991-05-15
18121,d008,1990-07-24,1998-08-14
18130,d008,1993-05-26,9999-01-01
18132,d007,1988-05-23,9999-01-01
18136,d005,1985-10-13,9999-01-01
18148,d005,1999-04-18,1999-09-11
18148,d008,1999-09-11,2000-08-24
18152,d005,1987-12-27,9999-01-01
18169,d001,1999-05-16,9999-01-01
18182,d003,1988-05-25,9999-01-01
18187,d008,1998-12-21,1999-06-03
18191,d003,1999-07-25,9999-01-01
18203,d005,1991-06-24,9999-01-01
18218,d002,1986-01-23,9999-01-01
18224,d007,1986-05-13,1997-12-29
18226,d004,1996-04-30,9999-01-01
18276,d004,1997-04-17,9999-01-01
18281,d002,1999-02-05,9999-01-01
18284,d007,1998-11-14,9999-01-01
18301,d004,1992-12-03,2000-09-28
18333,d004,1994-03-23,9999-01-01
18337,d004,1995-01-19,9999-01-01
18362,d004,1994-10-10,1996-02-17
18362,d005,1991-09-23,1994-10-10
18365,d004,1994-12-06,9999-01-01
18366,d004,1995-09-01,9999-01-01
18391,d004,1993-12-28,9999-01-01
18401,d007,1999-09-07,9999-01-01
18409,d002,1993-07-26,1994-08-25
18409,d007,1994-08-25,9999-01-01
18412,d007,1991-11-01,1997-08-19
18418,d005,2000-10-30,9999-01-01
18418,d006,1997-11-15,2000-10-30
18428,d002,1985-08-07,9999-01-01
18442,d005,1987-01-09,9999-01-01
18449,d004,1990-06-20,9999-01-01
18453,d005,1990-02-21,9999-01-01
18455,d004,1999-02-11,9999-01-01
18455,d008,1998-01-16,1999-02-11
18464,d005,1989-10-06,1997-06-25
18483,d004,1994-04-19,1995-01-10
18483,d006,1995-01-10,9999-01-01
18493,d004,1986-12-03,9999-01-01
18504,d005,1991-12-04,1999-11-10
18504,d008,1999-11-10,9999-01-01
18524,d004,1994-08-11,9999-01-01
18530,d005,1994-04-02,9999-01-01
18541,d006,1999-06-23,9999-01-01
18542,d005,1987-05-16,9999-01-01
18570,d004,1999-03-22,2001-08-03
18570,d006,2001-08-03,9999-01-01
18572,d008,1988-05-13,9999-01-01
18576,d005,1997-01-09,9999-01-01
18578,d004,1988-08-13,9999-01-01
18581,d007,1987-07-23,1993-02-02
18581,d009,1993-02-02,9999-01-01
18583,d009,1998-08-16,9999-01-01
18584,d005,1993-07-01,9999-01-01
18591,d007,1998-07-18,9999-01-01
18607,d007,1985-06-10,9999-01-01
18616,d003,1994-12-27,2002-06-14
18632,d005,1991-06-07,9999-01-01
18646,d009,1998-01-26,9999-01-01
18682,d006,1994-02-12,9999-01-01
18686,d002,1985-05-02,9999-01-01
18688,d007,1990-04-23,9999-01-01
18690,d004,1997-01-10,9999-01-01
18695,d003,1999-04-01,9999-01-01
18707,d007,1999-06-05,9999-01-01
18715,d005,1991-04-18,9999-01-01
18719,d008,1986-11-02,9999-01-01
18740,d002,1994-10-24,9999-01-01
18747,d004,1995-12-20,1999-08-10
18750,d001,1993-11-01,1999-08-26
18750,d009,1999-08-26,9999-01-01
18754,d005,1998-08-12,9999-01-01
18762,d002,1997-10-05,2000-09-29
18765,d007,1987-10-19,9999-01-01
18768,d008,1988-05-29,9999-01-01
18777,d009,1985-08-20,9999-01-01
18791,d008,1996-11-23,2001-07-06
18796,d004,1993-11-16,9999-01-01
18799,d008,1986-07-14,9999-01-01
18815,d007,1998-06-07,9999-01-01
18834,d002,1991-07-05,9999-01-01
18851,d006,1999-03-15,9999-01-01
18878,d007,1993-04-17,9999-01-01
18886,d007,1992-05-20,2001-01-17
18886,d009,2001-01-17,9999-01-01
18888,d005,1998-07-22,9999-01-01
18896,d003,1987-02-11,9999-01-01
18909,d008,1999-08-23,9999-01-01
18922,d002,1989-11-14,1991-11-20
18938,d002,1995-05-23,9999-01-01
18958,d007,1990-01-29,9999-01-01
18964,d003,1995-02-10,9999-01-01
18990,d005,1995-06-20,9999-01-01
18993,d005,1988-10-22,9999-01-01
19004,d004,1993-07-14,1998-02-04
19004,d009,1998-02-04,9999-01-01
19005,d007,1999-08-12,9999-01-01
19016,d004,1998-02-13,9999-01-01
19032,d005,1987-09-02,1991-02-01
19037,d006,1986-10-31,9999-01-01
19040,d005,1999-04-17,9999-01-01
19045,d005,2000-12-07,9999-01-01
19045,d006,1992-03-27,2000-12-07
19059,d007,1987-04-29,9999-01-01
19063,d007,1999-08-18,9999-01-01
19073,d007,1998-03-08,9999-01-01
19080,d004,1987-06-25,9999-01-01
19082,d004,1994-12-23,9999-01-01
19082,d005,1986-02-13,1994-12-23
19087,d003,1997-01-03,1999-12-16
19092,d004,1988-10-22,1991-05-06
19092,d006,1991-05-06,1992-06-23
19105,d007,1990-01-16,9999-01-01
19108,d008,1988-04-16,1993-01-27
19111,d004,1994-09-19,2001-10-22
19111,d005,1994-01-11,1994-09-19
19113,d007,1990-05-06,1995-06-15
19114,d002,1990-03-05,9999-01-01
19148,d004,1988-04-09,9999-01-01
19154,d001,1986-03-17,9999-01-01
19163,d005,1995-09-20,9999-01-01
19197,d001,1997-03-17,9999-01-01
19200,d001,1990-09-17,9999-01-01
19203,d005,1990-02-20,9999-01-01
19212,d005,1990-08-11,9999-01-01
19213,d004,1990-07-29,9999-01-01
19214,d002,1997-09-15,9999-01-01
19216,d004,1992-01-04,9999-01-01
19217,d007,1987-03-25,2000-03-03
19230,d005,1985-03-18,1987-01-04
19230,d008,1987-01-04,1995-09-05
19272,d007,1995-09-19,2000-08-20
19278,d005,1989-03-25,9999-01-01
19298,d008,1991-10-12,9999-01-01
19303,d005,1994-06-09,1997-07-19
19328,d004,1996-03-14,1998-11-13
19328,d006,1998-11-13,9999-01-01
19338,d006,1986-09-28,1987-08-19
19343,d007,1986-06-02,1986-11-18
19348,d008,1994-08-26,9999-01-01
19350,d009,1994-03-27,9999-01-01
19357,d005,1995-11-13,9999-01-01
19371,d004,1998-11-22,9999-01-01
19372,d006,1997-01-01,9999-01-01
19375,d005,2001-11-05,9999-01-01
19375,d006,1991-10-26,2001-11-05
19390,d004,1989-09-26,9999-01-01
19405,d009,1998-09-25,2002-03-05
19423,d004,2000-01-23,2000-10-08
19425,d005,1989-06-12,9999-01-01
19469,d006,1986-09-09,9999-01-01
19483,d008,1993-06-30,9999-01-01
19484,d002,1997-10-05,9999-01-01
19484,d003,1991-08-20,1997-10-05
19485,d004,1999-09-20,9999-01-01
19514,d005,1998-12-13,9999-01-01
19531,d009,1986-04-28,9999-01-01
19535,d003,1994-05-03,9999-01-01
19538,d008,1986-08-08,9999-01-01
19543,d005,1990-08-05,9999-01-01
19557,d004,1992-12-12,9999-01-01
19568,d007,1988-03-16,1990-01-18
19575,d005,1993-05-07,9999-01-01
19577,d003,1989-03-22,9999-01-01
19591,d004,1992-10-17,9999-01-01
19592,d004,1991-02-23,1996-03-17
19616,d005,1998-02-13,9999-01-01
19619,d006,1999-12-11,9999-01-01
19631,d004,1997-04-29,9999-01-01
19638,d004,1986-05-21,9999-01-01
19651,d004,1996-12-03,9999-01-01
19655,d002,1993-09-05,9999-01-01
19676,d003,1993-08-28,9999-01-01
19695,d008,1989-10-24,9999-01-01
19724,d007,1988-09-09,9999-01-01
19735,d006,1988-05-05,1989-04-14
19748,d005,1999-04-15,9999-01-01
19748,d006,1997-12-20,1999-04-15
19750,d004,1998-07-11,9999-01-01
19751,d004,1992-10-01,9999-01-01
19766,d009,1985-10-22,9999-01-01
19775,d005,1997-11-10,9999-01-01
19786,d004,1986-11-06,9999-01-01
19788,d001,1990-07-01,9999-01-01
19799,d004,1998-03-03,1998-06-25
19806,d005,1997-06-27,9999-01-01
19807,d004,1995-09-27,9999-01-01
19809,d003,1993-02-03,9999-01-01
19825,d005,1988-12-16,9999-01-01
19826,d007,1985-05-08,9999-01-01
19833,d005,1995-06-06,9999-01-01
19844,d007,1998-05-02,9999-01-01
19848,d008,1986-09-06,9999-01-01
19850,d002,1989-09-19,1999-09-20
19855,d007,1991-12-07,9999-01-01
19857,d007,1993-11-25,1994-03-08
19857,d009,1994-03-08,1994-09-29
19860,d006,1997-11-08,9999-01-01
19883,d004,1999-03-07,9999-01-01
19901,d003,1985-02-27,9999-01-01
19931,d004,1985-07-28,1995-05-14
19943,d004,1985-10-03,9999-01-01
19944,d004,1990-02-09,1991-09-23
19947,d002,1992-09-16,9999-01-01
19950,d005,1985-04-14,9999-01-01
19960,d009,2000-01-05,9999-01-01
19976,d007,1991-10-20,9999-01-01
19977,d002,1995-01-31,1999-02-21
19988,d004,1993-08-31,9999-01-01
19993,d001,1990-11-23,9999-01-01
20000,d004,1998-02-04,1998-04-04
20000,d009,1998-04-04,9999-01-01
20015,d005,1998-08-27,9999-01-01
20025,d005,1987-01-31,9999-01-01
20041,d009,1990-02-23,9999-01-01
20043,d005,1985-03-21,9999-01-01
20052,d005,1997-08-30,9999-01-01
20064,d008,1993-12-28,9999-01-01
20086,d004,1989-03-21,9999-01-01
20102,d007,1991-05-14,9999-01-01
20121,d003,1997-11-14,9999-01-01
20124,d007,1987-05-15,9999-01-01
20128,d009,1999-08-13,9999-01-01
20131,d007,1998-05-24,9999-01-01
20144,d005,1996-02-02,9999-01-01
20163,d007,1991-03-04,9999-01-01
20172,d005,1992-08-21,9999-01-01
20175,d001,1993-12-15,1998-01-12
20196,d005,1988-01-02,9999-01-01
20208,d006,1997-12-16,9999-01-01
20215,d009,1995-12-06,9999-01-01
20225,d004,1993-01-13,9999-01-01
20242,d009,1993-12-31,9999-01-01
20243,d005,1991-05-26,1996-12-18
20255,d004,1993-03-20,9999-01-01
20269,d004,1999-10-28,9999-01-01
20270,d002,1999-12-30,9999-01-01
20275,d004,1990-07-26,9999-01-01
20282,d002,1998-05-30,9999-01-01
20298,d008,1999-09-24,9999-01-01
20303,d001,1991-08-15,9999-01-01
20307,d005,1994-10-07,9999-01-01
20308,d006,1989-05-20,9999-01-01
20320,d007,1990-10-16,9999-01-01
20335,d007,1998-05-01,9999-01-01
20356,d008,1991-07-12,9999-01-01
20359,d005,1997-05-12,9999-01-01
20364,d004,1997-11-27,9999-01-01
20389,d005,1991-03-24,9999-01-01
20392,d005,1986-07-25,9999-01-01
20403,d006,1993-08-23,9999-01-01
20446,d009,1996-10-20,9999-01-01
20481,d004,2000-11-17,9999-01-01
20481,d005,1995-02-22,2000-11-17
20495,d007,1988-01-11,9999-01-01
20504,d009,1991-07-27,9999-01-01
20505,d005,1996-07-29,9999-01-01
20507,d007,1988-01-17,1999-10-15
20517,d007,1991-06-25,9999-01-01
20525,d004,1986-07-12,9999-01-01
20531,d004,1999-01-28,9999-01-01
20541,d007,1985-09-01,9999-01-01
20549,d007,1992-01-03,1994-03-10
20571,d005,1985-04-29,9999-01-01
20587,d004,1999-12-05,9999-01-01
20600,d007,1993-06-11,1998-11-04
20601,d008,1994-06-09,1996-10-19
20610,d004,1997-07-23,9999-01-01
20610,d005,1992-03-05,1997-07-23
20618,d004,1990-03-08,9999-01-01
20627,d004,1999-05-02,9999-01-01
20635,d004,1999-08-16,9999-01-01
20646,d002,1995-02-05,9999-01-01
20675,d005,1995-12-10,9999-01-01
20693,d005,1988-11-25,9999-01-01
20701,d007,1991-08-01,9999-01-01
20708,d007,1990-03-23,9999-01-01
20712,d004,1994-04-09,1998-05-02
20714,d007,1998-10-09,9999-01-01
20724,d002,1986-06-06,9999-01-01
20738,d004,1993-10-17,9999-01-01
20745,d006,1993-04-18,9999-01-01
20798,d003,1994-11-14,9999-01-01
20805,d005,1997-07-21,9999-01-01
20810,d003,1994-10-17,9999-01-01
20831,d004,1990-04-24,1998-10-21
20832,d002,1998-07-30,9999-01-01
20832,d003,1997-11-02,1998-07-30
20867,d002,1998-10-27,9999-01-01
20887,d006,1992-02-15,9999-01-01
20930,d004,1991-12-29,9999-01-01
20954,d007,1992-04-19,9999-01-01
20958,d005,1992-01-29,9999-01-01
20961,d004,1998-09-23,2001-10-25
20983,d005,2002-05-25,9999-01-01
20983,d006,1999-01-18,2002-05-25
20990,d004,1988-09-14,1989-07-10
20991,d002,1999-10-22,2001-12-09
20998,d005,1999-12-12,9999-01-01
21005,d004,1992-03-03,2000-04-24
21008,d005,1991-04-13,9999-01-01
21014,d004,1988-06-07,9999-01-01
21028,d007,1996-06-11,9999-01-01
21033,d001,1991-07-09,9999-01-01
21036,d004,1997-01-30,9999-01-01
21065,d004,1985-06-18,9999-01-01
21069,d007,1996-08-20,9999-01-01
21093,d007,1993-07-09,9999-01-01
21114,d004,1993-05-22,9999-01-01
21126,d004,1997-03-26,9999-01-01
21130,d004,1999-04-27,9999-01-01
21140,d005,1987-04-19,1998-09-14
21147,d005,1994-03-09,2002-04-21
21156,d002,1992-05-21,9999-01-01
21159,d004,1994-05-22,9999-01-01
21184,d004,1990-11-30,1993-10-20
21184,d006,1993-10-20,9999-01-01
21193,d005,1995-05-25,9999-01-01
21202,d005,1998-04-01,9999-01-01
21212,d004,1997-04-24,9999-01-01
21217,d003,1999-11-23,9999-01-01
21218,d004,1999-08-03,9999-01-01
21219,d005,1990-05-27,1994-12-14
21219,d008,1994-12-14,9999-01-01
21226,d006,1988-04-20,9999-01-01
21228,d005,1995-09-04,9999-01-01
21228,d008,1991-08-14,1995-09-04
21230,d005,1995-03-09,9999-01-01
21244,d002,1992-02-16,9999-01-01
21256,d007,1999-02-07,1999-03-08
21256,d009,1999-03-08,9999-01-01
21259,d004,1997-01-17,9999-01-01
21271,d006,1996-02-22,9999-01-01
21272,d008,1996-01-03,1998-01-01
21291,d005,1985-06-18,9999-01-01
21306,d004,1987-10-10,1999-04-11
21333,d005,1989-04-19,9999-01-01
21344,d007,1999-07-06,1999-09-22
21357,d005,1987-11-02,9999-01-01
21358,d003,1997-10-14,9999-01-01
21399,d005,1988-07-29,9999-01-01
21401,d004,1997-07-15,2001-08-30
21401,d009,2001-08-30,9999-01-01
21410,d008,1992-02-17,9999-01-01
21413,d007,1985-06-24,9999-01-01
21414,d005,1993-12-26,9999-01-01
21420,d005,1993-05-13,9999-01-01
21428,d008,1993-11-02,9999-01-01
21437,d007,1985-10-24,1998-07-14
21454,d009,1985-08-25,9999-01-01
21483,d004,1995-07-05,9999-01-01
21494,d004,1994-08-04,9999-01-01
21497,d005,1990-01-21,9999-01-01
21509,d007,1985-05-21,1995-07-31
21524,d007,1995-07-29,9999-01-01
21530,d004,1986-01-19,9999-01-01
21536,d004,1997-12-27,1999-09-25
21554,d004,1999-12-02,9999-01-01
21565,d007,1994-04-01,9999-01-01
21577,d009,1996-01-08,9999-01-01
21582,d001,1990-01-05,9999-01-01
21584,d004,1988-02-20,9999-01-01
21593,d005,1997-02-01,9999-01-01
21599,d009,1999-01-09,9999-01-01
21641,d005,1991-01-13,1997-12-02
21674,d005,1986-02-23,9999-01-01
21682,d007,1992-11-18,9999-01-01
21687,d005,1998-12-08,9999-01-01
21703,d004,2002-01-14,9999-01-01
21703,d009,1997-09-08,2002-01-14
21707,d004,1991-04-07,9999-01-01
21717,d002,1986-10-05,9999-01-01
21719,d009,1993-12-13,9999-01-01
21722,d001,1990-03-12,1993-06-13
21725,d005,1998-12-16,2000-12-28
21731,d007,1989-06-02,9999-01-01
21734,d009,1988-04-17,2002-02-22
21738,d004,1998-12-24,1999-03-31
21738,d009,1999-03-31,9999-01-01
21740,d008,1994-09-02,9999-01-01
21748,d005,1990-10-17,1997-12-23
21748,d008,1997-12-23,9999-01-01
21749,d004,1995-06-12,9999-01-01
21766,d004,1999-02-09,9999-01-01
21766,d005,1988-05-31,1999-02-09
21770,d009,1998-01-28,9999-01-01
21777,d007,1999-03-20,9999-01-01
21792,d009,1999-10-06,9999-01-01
21793,d001,1995-11-25,9999-01-01
21799,d004,1997-04-23,9999-01-01
21812,d005,1988-09-21,9999-01-01
21821,d004,1990-07-09,1994-10-01
21836,d005,1991-08-15,9999-01-01
21840,d004,1993-05-17,9999-01-01
21847,d005,1985-08-25,1989-08-02
21855,d007,1988-01-25,1996-06-12
21887,d004,1998-04-15,9999-01-01
21887,d005,1995-05-24,1998-04-15
21904,d008,1989-05-15,9999-01-01
21911,d005,1995-12-06,2002-07-12
21925,d006,1995-11-30,9999-01-01
21929,d004,1985-12-19,9999-01-01
21933,d009,1985-11-12,9999-01-01
21953,d007,1986-03-03,1990-11-20
21953,d009,1990-11-20,1991-02-13
21958,d007,1990-07-01,9999-01-01
21963,d007,1986-02-21,9999-01-01
21969,d007,1998-10-24,9999-01-01
21971,d009,1993-05-06,1996-03-25
21976,d007,1988-08-31,1996-08-03
21982,d007,1996-08-06,9999-01-01
21996,d001,1993-09-16,9999-01-01
21996,d007,1990-01-03,1993-09-16
22009,d001,1995-12-01,9999-01-01
22027,d002,1992-07-31,1998-03-14
22030,d001,1988-02-11,9999-01-01
22033,d005,1995-08-02,9999-01-01
22047,d005,1986-11-14,9999-01-01
22060,d002,1990-01-10,1990-05-02
22060,d003,1989-11-05,1990-01-10
22068,d005,1995-03-26,9999-01-01
22071,d004,1988-06-16,2001-01-19
22074,d006,1992-03-15,1993-08-18
22085,d004,1993-12-18,9999-01-01
22094,d001,1999-06-20,9999-01-01
22122,d004,1991-08-01,9999-01-01
22132,d009,1993-03-17,9999-01-01
22134,d004,1990-09-22,9999-01-01
22136,d007,1986-11-25,9999-01-01
22152,d005,1995-04-30,9999-01-01
22160,d005,1994-08-20,9999-01-01
22165,d002,1994-08-20,9999-01-01
22176,d004,1996-01-16,9999-01-01
22176,d005,1988-06-29,1996-01-16
22179,d007,1987-08-21,9999-01-01
22209,d005,1994-08-16,9999-01-01
22224,d002,1985-07-10,9999-01-01
22273,d007,1995-12-23,9999-01-01
22276,d005,1991-01-27,9999-01-01
22295,d005,1998-11-25,9999-01-01
22305,d005,1994-10-15,9999-01-01
22312,d001,1998-06-16,2001-02-26
22316,d002,1985-08-22,9999-01-01
22317,d001,1995-11-24,9999-01-01
22317,d007,1994-08-22,1995-11-24
22328,d004,1990-01-18,9999-01-01
22329,d005,1989-07-04,9999-01-01
22333,d004,1993-09-18,2002-06-13
22334,d001,1994-08-22,9999-01-01
22337,d009,1985-03-30,9999-01-01
22345,d005,1985-05-07,1998-11-03
22351,d004,1993-01-10,9999-01-01
22358,d007,1990-05-23,9999-01-01
22359,d004,1990-05-03,9999-01-01
22367,d004,1992-12-06,9999-01-01
22368,d009,1987-09-17,1988-06-22
22371,d005,1994-01-12,9999-01-01
22372,d005,1998-05-20,9999-01-01
22380,d005,1988-02-21,1999-02-26
22398,d007,1997-11-29,1999-02-17
22403,d004,1995-07-17,1999-04-15
22411,d007,1992-01-12,9999-01-01
22425,d005,1990-01-19,9999-01-01
22444,d007,1994-02-28,9999-01-01
22455,d001,1990-11-16,9999-01-01
22475,d001,1990-08-28,1991-06-26
22476,d004,1993-10-24,9999-01-01
22508,d001,1999-11-10,2001-07-07
22518,d003,1996-12-18,1999-12-27
22525,d005,1998-10-19,9999-01-01
22561,d001,1995-01-08,9999-01-01
22565,d005,1996-03-03,1997-08-20
22565,d008,1997-08-20,9999-01-01
22568,d006,1988-09-18,9999-01-01
22571,d007,1994-12-21,9999-01-01
22577,d007,1995-10-30,9999-01-01
22587,d004,1993-02-26,9999-01-01
22619,d004,1997-04-24,2000-05-01
22634,d005,1995-05-16,9999-01-01
22641,d004,1997-10-09,1999-06-14
22642,d005,1987-10-04,2000-02-29
22642,d008,2000-02-29,9999-01-01
22646,d005,1990-08-10,9999-01-01
22654,d003,1998-12-01,9999-01-01
22658,d008,1986-06-12,9999-01-01
22666,d003,1998-01-14,2001-09-14
22667,d003,1998-01-16,9999-01-01
22680,d004,1991-08-18,2001-03-12
22680,d009,2001-03-12,9999-01-01
22693,d001,1985-03-21,1994-06-28
22697,d004,1997-09-15,9999-01-01
22702,d005,1985-06-21,9999-01-01
22706,d004,1999-05-10,2000-02-07
22716,d005,1995-08-10,9999-01-01
22725,d002,1991-10-05,9999-01-01
22732,d008,1991-03-08,9999-01-01
22741,d004,1994-07-14,9999-01-01
22744,d006,1986-12-01,9999-01-01
22745,d008,1986-06-06,9999-01-01
22772,d009,1986-04-17,9999-01-01
22794,d003,1989-12-14,9999-01-01
22806,d004,1990-07-06,1993-09-08
22810,d004,1985-03-13,1986-10-16
22812,d001,1985-06-29,9999-01-01
22815,d007,1990-02-05,1996-08-20
22824,d002,1991-12-04,9999-01-01
22829,d004,1991-05-23,9999-01-01
22857,d005,1999-01-29,9999-01-01
22859,d004,1991-11-17,1992-08-17
22859,d005,1990-09-01,1991-11-17
22868,d004,1996-10-07,2000-07-02
22869,d002,1999-05-14,1999-09-27
22873,d007,1986-11-30,9999-01-01
22889,d006,1985-11-22,9999-01-01
22894,d007,1985-02-17,1989-02-07
22894,d009,1989-02-07,9999-01-01
22897,d005,1988-07-10,9999-01-01
22909,d001,1993-07-08,2002-02-27
22913,d003,1993-08-25,9999-01-01
22914,d007,1986-12-25,9999-01-01
22918,d008,1986-09-03,9999-01-01
22921,d005,1999-01-20,9999-01-01
22923,d005,1988-11-06,9999-01-01
22930,d005,1986-06-24,1987-11-19
22938,d004,1994-04-30,9999-01-01
22939,d005,1997-03-12,2002-01-07
22939,d008,2002-01-07,9999-01-01
22942,d004,1998-09-29,9999-01-01
22945,d004,1987-08-29,1992-05-14
22974,d004,1996-07-22,9999-01-01
22991,d005,1995-08-06,9999-01-01
22994,d007,1992-09-11,9999-01-01
23004,d004,1998-10-20,1999-01-31
23021,d008,1997-01-04,1998-06-17
23023,d005,1986-06-30,9999-01-01
23068,d005,1988-06-20,9999-01-01
23085,d002,1993-12-11,9999-01-01
23087,d001,1997-08-23,9999-01-01
23112,d004,1998-12-16,9999-01-01
23114,d001,1990-07-27,9999-01-01
23114,d007,1988-04-02,1990-07-27
23121,d004,1993-09-05,9999-01-01
23135,d002,1992-12-27,9999-01-01
23161,d004,1989-02-11,9999-01-01
23232,d004,1995-06-13,2000-09-04
