emp_no,title,from_date,to_date
14607,Staff,1994-06-26,9999-01-01
14618,Senior Staff,1994-12-26,9999-01-01
14618,Staff,1989-12-26,1994-12-26
14629,Senior Engineer,1988-11-04,2002-06-26
14647,Senior Staff,1998-12-07,9999-01-01
14647,Staff,1991-12-07,1998-12-07
14657,Staff,1998-09-28,9999-01-01
14659,Engineer,1985-03-16,1990-03-16
14659,Senior Engineer,1990-03-16,9999-01-01
14660,Senior Staff,2000-07-20,9999-01-01
14660,Staff,1995-07-21,2000-07-20
14661,Engineer,1987-04-22,1996-04-21
14661,Senior Engineer,1996-04-21,9999-01-01
14672,Senior Staff,1996-07-23,9999-01-01
14672,Staff,1988-07-23,1996-07-23
14681,Engineer,1999-12-22,9999-01-01
14695,Senior Staff,1995-02-25,1996-09-23
14695,Staff,1989-02-25,1995-02-25
14700,Senior Staff,1992-02-28,1998-08-31
14706,Senior Staff,1986-06-07,9999-01-01
14708,Engineer,1989-11-15,1991-05-20
14711,Senior Staff,1998-01-01,9999-01-01
14717,Senior Staff,2002-03-12,9999-01-01
14717,Staff,1997-03-12,2002-03-12
14724,Senior Staff,1993-09-10,9999-01-01
14724,Staff,1986-09-10,1993-09-10
14741,Engineer,1993-02-28,1998-02-28
14741,Senior Engineer,1998-02-28,9999-01-01
14773,Engineer,1992-12-28,2001-12-28
14773,Senior Engineer,2001-12-28,9999-01-01
14778,Staff,1995-04-16,1996-01-08
14780,Senior Engineer,1986-09-19,9999-01-01
14783,Senior Staff,1987-08-26,9999-01-01
14804,Senior Staff,1999-06-11,9999-01-01
14804,Staff,1990-06-11,1999-06-11
14808,Engineer,1987-03-07,1994-03-07
14808,Senior Engineer,1994-03-07,9999-01-01
14814,Senior Staff,1996-10-26,9999-01-01
14814,Staff,1987-10-27,1996-10-26
14815,Engineer,1999-05-07,9999-01-01
14823,Engineer,1991-07-05,1996-07-04
14823,Senior Engineer,1996-07-04,9999-01-01
14864,Senior Staff,1994-02-14,9999-01-01
14864,Staff,1988-02-15,1994-02-14
14868,Senior Staff,1999-07-03,9999-01-01
14868,Staff,1990-07-03,1999-07-03
14877,Engineer,1988-06-06,1996-06-06
14877,Senior Engineer,1996-06-06,9999-01-01
14878,Senior Engineer,1999-05-19,9999-01-01
14895,Senior Staff,1989-06-25,9999-01-01
14903,Senior Staff,1992-09-27,9999-01-01
14908,Engineer,1992-09-17,1997-09-17
14908,Senior Engineer,1997-09-17,9999-01-01
14955,Assistant Engineer,1985-02-03,1994-02-03
14955,Engineer,1994-02-03,1994-11-22
14957,Staff,2000-01-18,2001-12-18
14999,Senior Staff,2001-08-17,9999-01-01
14999,Staff,1996-08-17,2001-08-17
15008,Senior Staff,1997-06-04,9999-01-01
15008,Staff,1990-06-04,1997-06-04
15018,Senior Staff,1999-03-11,9999-01-01
15018,Staff,1993-03-11,1999-03-11
15022,Senior Engineer,1996-09-27,9999-01-01
15030,Senior Staff,1999-04-11,9999-01-01
15034,Engineer,1986-01-08,1995-01-08
15034,Senior Engineer,1995-01-08,9999-01-01
15057,Engineer,1993-04-26,1998-04-26
15057,Senior Engineer,1998-04-26,9999-01-01
15072,Engineer,1993-02-05,2002-02-05
15072,Senior Engineer,2002-02-05,9999-01-01
15085,Technique Leader,1990-11-15,9999-01-01
15093,Assistant Engineer,1998-03-12,2000-06-30
15097,Staff,1996-03-19,9999-01-01
15098,Engineer,1985-10-05,1992-10-05
15098,Senior Engineer,1992-10-05,9999-01-01
15118,Senior Engineer,1994-09-02,9999-01-01
15131,Senior Staff,1998-03-04,9999-01-01
15131,Staff,1993-03-04,1998-03-04
15134,Senior Staff,1998-07-23,9999-01-01
15134,Staff,1992-07-23,1998-07-23
15139,Staff,1998-02-03,9999-01-01
15146,Engineer,1996-07-14,9999-01-01
15150,Engineer,1996-03-21,2002-03-21
15150,Senior Engineer,2002-03-21,9999-01-01
15157,Senior Staff,1992-03-04,9999-01-01
15157,Staff,1986-03-05,1992-03-04
15164,Engineer,1995-12-02,9999-01-01
15188,Senior Staff,1993-01-05,9999-01-01
15188,Staff,1987-01-06,1993-01-05
15201,Assistant Engineer,1993-09-02,1999-09-02
15201,Engineer,1999-09-02,9999-01-01
15204,Engineer,1997-01-05,9999-01-01
15208,Senior Staff,1994-04-18,9999-01-01
15208,Staff,1987-04-18,1994-04-18
15212,Engineer,1998-07-03,2000-04-04
15220,Engineer,1995-07-23,2002-07-23
15220,Senior Engineer,2002-07-23,9999-01-01
15235,Senior Staff,1996-10-15,9999-01-01
15235,Staff,1990-10-16,1996-10-15
15251,Senior Staff,2002-05-27,9999-01-01
15251,Staff,1994-05-27,2002-05-27
15274,Engineer,1993-01-30,1996-05-05
15278,Staff,1987-10-29,1994-11-10
15279,Staff,1998-07-09,9999-01-01
15283,Engineer,1998-03-12,9999-01-01
15288,Senior Staff,1996-11-06,9999-01-01
15288,Staff,1991-11-07,1996-11-06
15295,Engineer,1988-04-25,1995-11-09
15303,Senior Engineer,1999-02-26,9999-01-01
15307,Staff,1998-07-31,9999-01-01
15320,Staff,1993-03-26,1995-01-14
15353,Engineer,1996-07-05,2001-07-05
15353,Senior Engineer,2001-07-05,9999-01-01
15358,Engineer,1999-10-21,9999-01-01
15359,Staff,1985-10-19,1988-09-16
15364,Senior Staff,1999-05-06,9999-01-01
15377,Engineer,1986-12-19,1992-12-18
15377,Senior Engineer,1992-12-18,9999-01-01
15379,Senior Engineer,1994-09-04,9999-01-01
15399,Technique Leader,1985-05-01,9999-01-01
15420,Senior Staff,1999-04-17,9999-01-01
15420,Staff,1990-04-17,1999-04-17
15425,Technique Leader,1997-10-26,9999-01-01
15437,Engineer,1991-04-18,1997-04-17
15437,Senior Engineer,1997-04-17,9999-01-01
15461,Senior Staff,1993-08-18,9999-01-01
15465,Engineer,1992-07-03,1998-07-03
15465,Senior Engineer,1998-07-03,9999-01-01
15472,Senior Engineer,1996-04-30,9999-01-01
15488,Engineer,1993-04-04,1995-03-25
15521,Senior Staff,1992-11-16,9999-01-01
15521,Staff,1985-11-16,1992-11-16
15533,Senior Staff,1998-05-21,9999-01-01
15533,Staff,1989-05-21,1998-05-21
15538,Senior Engineer,1988-02-05,9999-01-01
15547,Engineer,1987-02-03,1995-02-03
15547,Senior Engineer,1995-02-03,9999-01-01
15560,Engineer,1991-01-30,1996-01-30
15560,Senior Engineer,1996-01-30,2001-02-17
15576,Senior Staff,2000-07-16,9999-01-01
15576,Staff,1992-07-16,2000-07-16
15578,Staff,1996-07-14,1998-09-27
15579,Engineer,1999-01-19,9999-01-01
15583,Senior Staff,2001-05-04,9999-01-01
15583,Staff,1992-05-04,2001-05-04
15586,Engineer,1998-08-28,9999-01-01
15590,Senior Staff,1994-09-26,1999-01-07
15590,Staff,1986-09-26,1994-09-26
15647,Senior Engineer,1996-04-22,1998-01-12
15660,Engineer,1996-12-27,9999-01-01
15686,Engineer,1995-10-19,2001-10-18
15686,Senior Engineer,2001-10-18,9999-01-01
15687,Senior Staff,1996-02-13,9999-01-01
15687,Staff,1990-02-13,1996-02-13
15702,Senior Staff,1997-07-25,1999-09-27
15706,Staff,1999-06-04,9999-01-01
15708,Senior Staff,1995-01-22,9999-01-01
15708,Staff,1990-01-22,1995-01-22
15709,Senior Staff,1985-03-11,9999-01-01
15718,Staff,1999-12-02,9999-01-01
15719,Engineer,1990-05-28,1996-05-27
15719,Senior Engineer,1996-05-27,1998-07-31
15738,Engineer,1987-07-14,1992-07-13
15738,Senior Engineer,1992-07-13,9999-01-01
15755,Assistant Engineer,1988-08-06,1996-08-06
15755,Engineer,1996-08-06,9999-01-01
15780,Engineer,1987-04-02,1993-04-01
15780,Senior Engineer,1993-04-01,9999-01-01
15819,Senior Staff,1999-08-16,9999-01-01
15819,Staff,1993-08-16,1999-08-16
15831,Engineer,1986-03-20,1991-03-20
15831,Senior Engineer,1991-03-20,9999-01-01
15835,Engineer,1996-02-21,2001-07-22
15849,Engineer,1996-01-22,9999-01-01
15854,Engineer,1992-06-07,1996-09-25
15865,Engineer,1991-01-30,2000-01-30
15865,Senior Engineer,2000-01-30,9999-01-01
15876,Assistant Engineer,1985-08-02,1992-08-02
15876,Engineer,1992-08-02,1999-08-03
15876,Senior Engineer,1999-08-03,9999-01-01
15907,Staff,1996-06-15,9999-01-01
15919,Engineer,1990-05-30,1992-12-23
15928,Engineer,1986-01-05,1994-01-05
15928,Senior Engineer,1994-01-05,9999-01-01
15932,Staff,1998-12-11,9999-01-01
15934,Assistant Engineer,1995-08-20,9999-01-01
15936,Senior Staff,1996-09-01,9999-01-01
15942,Engineer,1986-09-09,1991-09-09
15942,Senior Engineer,1991-09-09,9999-01-01
15947,Technique Leader,1988-11-24,9999-01-01
15959,Staff,1996-01-27,9999-01-01
15962,Staff,1996-03-11,9999-01-01
15970,Senior Engineer,1994-06-15,1998-10-14
15985,Senior Staff,1996-12-14,9999-01-01
16005,Senior Staff,1995-12-19,9999-01-01
16005,Staff,1990-12-19,1995-12-19
16015,Engineer,1991-09-28,1999-09-28
16015,Senior Engineer,1999-09-28,9999-01-01
16019,Engineer,1985-08-01,1990-08-01
16019,Senior Engineer,1990-08-01,9999-01-01
16036,Staff,1996-08-20,1999-08-16
16041,Engineer,1998-11-21,9999-01-01
16049,Senior Staff,1992-05-31,9999-01-01
16083,Staff,1997-10-19,9999-01-01
16084,Engineer,1985-04-11,1992-04-11
16084,Senior Engineer,1992-04-11,1992-12-04
16085,Engineer,1996-02-26,9999-01-01
16114,Senior Engineer,1998-04-25,9999-01-01
16119,Engineer,1999-08-05,9999-01-01
16125,Engineer,1989-11-12,1997-11-12
16125,Senior Engineer,1997-11-12,9999-01-01
16133,Technique Leader,1992-12-18,9999-01-01
16147,Senior Staff,1998-06-10,9999-01-01
16168,Assistant Engineer,1986-10-15,1995-10-15
16168,Engineer,1995-10-15,9999-01-01
16174,Assistant Engineer,1999-02-01,9999-01-01
16189,Technique Leader,1988-07-27,9999-01-01
16222,Engineer,1995-08-29,1997-01-11
16224,Staff,1996-08-04,9999-01-01
16229,Senior Staff,1996-09-17,9999-01-01
16231,Senior Staff,1995-01-09,9999-01-01
16231,Staff,1986-01-09,1995-01-09
16242,Engineer,1990-12-18,1993-05-13
16244,Engineer,2000-01-04,9999-01-01
16248,Engineer,1988-12-16,1994-12-16
16248,Senior Engineer,1994-12-16,9999-01-01
16256,Senior Staff,1988-05-02,9999-01-01
16270,Senior Staff,1992-07-04,9999-01-01
16276,Engineer,1999-10-01,9999-01-01
16277,Engineer,1998-03-05,1999-12-02
16284,Senior Staff,1999-11-14,9999-01-01
16284,Staff,1994-11-14,1999-11-14
16345,Engineer,1997-06-29,2001-11-06
16379,Engineer,1985-10-08,1990-10-08
16379,Senior Engineer,1990-10-08,9999-01-01
16384,Senior Engineer,1996-12-27,9999-01-01
16392,Staff,1998-10-28,9999-01-01
16427,Senior Engineer,1991-07-19,9999-01-01
16438,Engineer,1991-04-09,1996-04-08
16438,Senior Engineer,1996-04-08,9999-01-01
16448,Engineer,1992-04-25,1999-04-26
16448,Senior Engineer,1999-04-26,9999-01-01
16463,Senior Staff,2000-01-14,2002-02-03
16470,Engineer,1985-10-15,1992-10-15
16470,Senior Engineer,1992-10-15,9999-01-01
16483,Engineer,1986-01-01,1993-01-01
16483,Senior Engineer,1993-01-01,1999-06-20
16493,Senior Staff,1994-08-20,9999-01-01
16493,Staff,1986-08-20,1994-08-20
16529,Staff,1992-05-17,1994-05-03
16537,Senior Engineer,1991-08-03,9999-01-01
16540,Senior Staff,1997-02-01,9999-01-01
16540,Staff,1989-02-01,1997-02-01
16547,Assistant Engineer,2000-01-06,2000-09-01
16570,Engineer,1994-03-25,2000-03-24
16570,Senior Engineer,2000-03-24,9999-01-01
16578,Engineer,1990-12-30,1992-01-20
16617,Senior Engineer,1993-10-02,9999-01-01
16618,Senior Staff,1996-05-16,9999-01-01
16618,Staff,1987-05-17,1996-05-16
16643,Senior Staff,2000-06-23,9999-01-01
16643,Staff,1994-06-24,2000-06-23
16646,Engineer,1995-08-19,9999-01-01
16649,Technique Leader,1988-10-21,9999-01-01
16659,Staff,1987-09-18,1990-12-29
16663,Assistant Engineer,2000-01-07,9999-01-01
16667,Staff,1994-01-16,1998-06-25
16679,Engineer,1994-07-17,9999-01-01
16694,Senior Staff,1996-11-27,9999-01-01
16694,Staff,1989-11-27,1996-11-27
16697,Assistant Engineer,1990-04-29,1999-04-29
16697,Engineer,1999-04-29,9999-01-01
16702,Senior Staff,2000-04-08,9999-01-01
16702,Staff,1991-04-09,2000-04-08
16715,Staff,1999-12-08,9999-01-01
16720,Staff,1991-08-17,1993-08-19
16742,Senior Staff,2002-02-28,9999-01-01
16742,Staff,1994-02-28,2002-02-28
16760,Senior Staff,1999-12-18,9999-01-01
16773,Staff,1998-02-26,9999-01-01
16774,Senior Staff,1995-07-02,9999-01-01
16774,Staff,1987-07-02,1995-07-02
16785,Senior Staff,1998-02-18,9999-01-01
16795,Engineer,1992-12-16,1997-12-16
16795,Senior Engineer,1997-12-16,9999-01-01
16802,Senior Staff,1992-07-03,9999-01-01
16802,Staff,1985-07-03,1992-07-03
16807,Staff,1996-12-30,9999-01-01
16809,Engineer,1996-01-23,1996-03-27
16833,Senior Engineer,1987-01-26,1996-05-25
16838,Staff,1996-05-23,9999-01-01
16843,Engineer,1999-12-22,9999-01-01
16849,Engineer,1985-08-13,1991-08-13
16849,Senior Engineer,1991-08-13,9999-01-01
16860,Engineer,1991-05-09,2000-05-08
16860,Senior Engineer,2000-05-08,9999-01-01
16865,Senior Staff,1994-01-08,9999-01-01
16865,Staff,1986-01-08,1994-01-08
16874,Senior Staff,1999-05-20,2000-08-02
16874,Staff,1991-05-20,1999-05-20
16920,Engineer,1985-07-17,1991-07-17
16920,Senior Engineer,1991-07-17,9999-01-01
16945,Engineer,1986-02-14,1991-02-14
16945,Senior Engineer,1991-02-14,9999-01-01
16951,Engineer,1987-03-23,1993-03-22
16951,Senior Engineer,1993-03-22,9999-01-01
16976,Engineer,1990-06-29,1997-06-29
16976,Senior Engineer,1997-06-29,9999-01-01
16990,Senior Staff,1995-08-21,1999-06-20
16990,Staff,1987-08-21,1995-08-21
17002,Engineer,1990-09-08,1998-09-08
17002,Senior Engineer,1998-09-08,9999-01-01
17018,Engineer,1986-02-20,1993-02-20
17018,Senior Engineer,1993-02-20,9999-01-01
17035,Senior Staff,2001-06-05,9999-01-01
17035,Staff,1996-06-05,2001-06-05
17044,Engineer,1991-06-03,2000-06-02
17044,Senior Engineer,2000-06-02,9999-01-01
17050,Engineer,1996-08-27,9999-01-01
17076,Senior Engineer,1987-01-04,9999-01-01
17098,Senior Engineer,1998-08-26,9999-01-01
17122,Assistant Engineer,1992-06-30,1993-06-05
17139,Engineer,1987-11-23,1992-11-22
17139,Senior Engineer,1992-11-22,9999-01-01
17142,Engineer,1988-05-21,1996-05-21
17142,Senior Engineer,1996-05-21,9999-01-01
17149,Senior Staff,2001-09-30,9999-01-01
17149,Staff,1995-10-01,2001-09-30
17155,Engineer,1990-09-20,1999-09-20
17155,Senior Engineer,1999-09-20,9999-01-01
17156,Engineer,1993-10-12,9999-01-01
17163,Senior Engineer,1988-03-12,9999-01-01
17188,Engineer,1988-09-19,1996-09-19
17188,Senior Engineer,1996-09-19,9999-01-01
17196,Senior Engineer,1997-03-15,1997-10-08
17200,Engineer,1992-12-02,1999-12-03
17200,Senior Engineer,1999-12-03,9999-01-01
17209,Engineer,1988-07-05,1994-07-05
17209,Senior Engineer,1994-07-05,9999-01-01
17218,Senior Engineer,1990-03-24,9999-01-01
17227,Engineer,1996-02-06,9999-01-01
17229,Staff,1999-04-21,1999-10-24
17230,Senior Staff,1992-03-10,9999-01-01
17233,Technique Leader,1996-12-18,9999-01-01
17242,Technique Leader,1988-01-27,1996-01-20
17245,Staff,1995-01-12,9999-01-01
17248,Engineer,1986-12-14,1995-12-14
17248,Senior Engineer,1995-12-14,9999-01-01
17256,Senior Staff,1993-06-11,9999-01-01
17257,Engineer,1993-08-31,1998-08-31
17257,Senior Engineer,1998-08-31,2000-04-16
17271,Technique Leader,1993-06-20,9999-01-01
17272,Engineer,1994-08-08,9999-01-01
17286,Engineer,1989-07-07,1995-07-07
17286,Senior Engineer,1995-07-07,9999-01-01
17329,Senior Engineer,1998-07-21,9999-01-01
17338,Engineer,1989-04-26,1998-04-26
17338,Senior Engineer,1998-04-26,9999-01-01
17342,Technique Leader,1993-08-11,1994-05-17
17345,Senior Staff,1996-09-25,9999-01-01
17345,Staff,1988-09-25,1996-09-25
17347,Engineer,1999-06-17,9999-01-01
17351,Senior Staff,1999-07-06,2000-02-22
17351,Staff,1993-07-06,1999-07-06
17358,Assistant Engineer,1996-10-23,2000-12-29
17360,Engineer,1996-12-05,9999-01-01
17368,Engineer,1994-05-10,9999-01-01
17378,Staff,1997-01-29,1999-05-23
17399,Senior Staff,1997-07-20,9999-01-01
17399,Staff,1988-07-20,1997-07-20
17404,Technique Leader,1989-02-23,9999-01-01
17407,Senior Staff,2000-11-12,9999-01-01
17407,Staff,1995-11-13,2000-11-12
17439,Engineer,1998-10-07,9999-01-01
17441,Engineer,1990-03-25,1998-03-25
17441,Senior Engineer,1998-03-25,9999-01-01
17466,Senior Staff,1999-11-12,9999-01-01
17466,Staff,1991-11-12,1999-11-12
17473,Senior Staff,1991-10-02,9999-01-01
17479,Assistant Engineer,1993-06-13,1998-06-13
17479,Engineer,1998-06-13,9999-01-01
17501,Engineer,1998-04-18,9999-01-01
17503,Senior Engineer,1985-07-18,9999-01-01
17512,Engineer,1998-01-05,9999-01-01
17543,Staff,1996-12-31,9999-01-01
17547,Engineer,1997-01-09,9999-01-01
17549,Senior Engineer,1985-05-14,2002-02-25
17561,Senior Staff,2002-07-11,9999-01-01
17561,Staff,1996-07-11,2002-07-11
17573,Senior Staff,1993-04-04,9999-01-01
17573,Staff,1987-04-05,1993-04-04
17582,Senior Engineer,1988-10-28,9999-01-01
17588,Staff,1992-10-25,1993-11-29
17624,Senior Staff,2001-07-05,9999-01-01
17624,Staff,1995-07-06,2001-07-05
17626,Engineer,1990-12-28,1995-12-28
17626,Senior Engineer,1995-12-28,9999-01-01
17640,Staff,1998-02-10,2000-05-06
17641,Senior Staff,1992-05-16,9999-01-01
17641,Staff,1987-05-17,1992-05-16
17647,Senior Staff,1995-08-04,9999-01-01
17647,Staff,1989-08-04,1995-08-04
17650,Senior Engineer,1989-01-16,9999-01-01
17663,Staff,1996-08-13,1999-06-10
17668,Senior Staff,1985-04-12,9999-01-01
17683,Senior Staff,1998-11-21,9999-01-01
17683,Staff,1990-11-21,1998-11-21
17694,Staff,1991-01-12,1995-11-08
17695,Staff,1987-06-25,1988-11-06
17715,Staff,1996-10-14,9999-01-01
17720,Senior Staff,1995-11-04,9999-01-01
17720,Staff,1989-11-04,1995-11-04
17737,Engineer,1989-05-18,1997-05-18
17737,Senior Engineer,1997-05-18,9999-01-01
17743,Senior Engineer,1996-07-27,1997-05-14
17749,Engineer,1998-09-18,9999-01-01
17761,Engineer,1986-09-17,1993-09-17
17761,Senior Engineer,1993-09-17,9999-01-01
17767,Senior Staff,1998-03-17,9999-01-01
17767,Staff,1991-03-17,1998-03-17
17790,Senior Staff,1993-04-01,9999-01-01
17790,Staff,1985-04-01,1993-04-01
17797,Senior Staff,1997-06-18,1997-09-06
17797,Staff,1988-06-18,1997-06-18
17806,Engineer,1995-05-22,2000-05-21
17806,Senior Engineer,2000-05-21,9999-01-01
17808,Engineer,1987-11-14,1993-11-13
17808,Senior Engineer,1993-11-13,9999-01-01
17850,Engineer,1997-05-26,9999-01-01
17851,Senior Staff,2000-05-26,2001-07-08
17851,Staff,1995-05-27,2000-05-26
17853,Engineer,1988-06-07,1996-06-07
17853,Senior Engineer,1996-06-07,1997-08-20
17875,Engineer,1999-04-19,2000-03-02
17880,Engineer,1987-12-02,1996-12-01
17880,Senior Engineer,1996-12-01,9999-01-01
17881,Senior Staff,1996-10-23,9999-01-01
17881,Staff,1990-10-24,1996-10-23
17910,Engineer,1991-01-24,1999-01-24
17910,Senior Engineer,1999-01-24,9999-01-01
17924,Senior Staff,1995-05-10,9999-01-01
17930,Staff,1988-10-09,1994-08-19
17949,Engineer,1995-01-07,9999-01-01
17953,Senior Staff,1990-09-07,9999-01-01
17953,Staff,1985-09-07,1990-09-07
17978,Senior Staff,1987-10-28,9999-01-01
17980,Senior Engineer,1988-04-04,9999-01-01
17981,Staff,1998-10-17,9999-01-01
17984,Senior Staff,1998-01-24,9999-01-01
17984,Staff,1992-01-25,1998-01-24
17997,Senior Staff,2001-10-03,9999-01-01
17997,Staff,1995-10-04,2001-10-03
18009,Senior Engineer,1996-09-19,9999-01-01
18016,Senior Staff,1994-09-03,9999-01-01
18021,Engineer,1987-05-08,1995-05-08
18021,Senior Engineer,1995-05-08,9999-01-01
18030,Senior Engineer,1986-03-19,9999-01-01
18034,Staff,1998-05-27,9999-01-01
18047,Engineer,1994-01-25,2001-01-25
18047,Senior Engineer,2001-01-25,2001-09-08
18049,Assistant Engineer,1995-07-03,2002-07-03
18049,Engineer,2002-07-03,9999-01-01
18059,Engineer,1992-11-25,2000-11-25
18059,Senior Engineer,2000-11-25,9999-01-01
18061,Engineer,1985-05-28,1986-01-08
18068,Senior Engineer,1990-08-08,1998-12-01
18105,Engineer,1997-06-23,1998-06-14
18109,Staff,1988-06-02,1991-05-15
18121,Senior Staff,1995-07-24,1998-08-14
18121,Staff,1990-07-24,1995-07-24
18130,Senior Staff,2000-05-26,9999-01-01
18130,Staff,1993-05-26,2000-05-26
18132,Senior Staff,1997-05-23,9999-01-01
18132,Staff,1988-05-23,1997-05-23
18136,Engineer,1985-10-13,1992-10-13
18136,Senior Engineer,1992-10-13,9999-01-01
18148,Senior Engineer,1999-04-18,2000-08-24
18152,Engineer,1987-12-27,1995-12-27
18152,Senior Engineer,1995-12-27,9999-01-01
18169,Senior Staff,1999-05-16,9999-01-01
18182,Senior Staff,1988-05-25,9999-01-01
18187,Staff,1998-12-21,1999-06-03
18191,Staff,1999-07-25,9999-01-01
18203,Senior Engineer,1991-06-24,9999-01-01
18218,Senior Staff,1992-01-23,9999-01-01
18218,Staff,1986-01-23,1992-01-23
18224,Senior Staff,1992-05-12,1997-12-29
18224,Staff,1986-05-13,1992-05-12
18226,Engineer,1996-04-30,2001-04-30
18226,Senior Engineer,2001-04-30,9999-01-01
18276,Senior Engineer,1997-04-17,9999-01-01
18281,Staff,1999-02-05,9999-01-01
18284,Senior Staff,1998-11-14,9999-01-01
18301,Engineer,1992-12-03,1999-12-04
18301,Senior Engineer,1999-12-04,2000-09-28
18333,Assistant Engineer,1994-03-23,1999-03-23
18333,Engineer,1999-03-23,9999-01-01
18337,Senior Engineer,1995-01-19,9999-01-01
18362,Engineer,1991-09-23,1996-02-17
18365,Engineer,1994-12-06,9999-01-01
18366,Engineer,1995-09-01,9999-01-01
18391,Engineer,1993-12-28,1999-12-28
18391,Senior Engineer,1999-12-28,9999-01-01
18401,Staff,1999-09-07,9999-01-01
18409,Senior Staff,1998-07-26,9999-01-01
18409,Staff,1993-07-26,1998-07-26
18412,Staff,1991-11-01,1997-08-19
18418,Engineer,1997-11-15,9999-01-01
18428,Senior Staff,1991-08-07,9999-01-01
18428,Staff,1985-08-07,1991-08-07
18442,Engineer,1987-01-09,1996-01-09
18442,Senior Engineer,1996-01-09,9999-01-01
18449,Senior Engineer,1990-06-20,9999-01-01
18453,Assistant Engineer,1990-02-21,1997-02-21
18453,Engineer,1997-02-21,9999-01-01
18455,Staff,1998-01-16,9999-01-01
18464,Engineer,1989-10-06,1997-06-25
18483,Engineer,1994-04-19,2002-04-19
18483,Senior Engineer,2002-04-19,9999-01-01
18493,Engineer,1986-12-03,1994-12-03
18493,Senior Engineer,1994-12-03,9999-01-01
18504,Engineer,1991-12-04,1997-12-03
18504,Senior Engineer,1997-12-03,9999-01-01
18524,Technique Leader,1994-08-11,9999-01-01
18530,Engineer,1994-04-02,2001-04-02
18530,Senior Engineer,2001-04-02,9999-01-01
18541,Engineer,1999-06-23,9999-01-01
18542,Engineer,1987-05-16,1994-05-16
18542,Senior Engineer,1994-05-16,9999-01-01
18570,Engineer,1999-03-22,9999-01-01
18572,Senior Staff,1996-05-13,9999-01-01
18572,Staff,1988-05-13,1996-05-13
18576,Engineer,1997-01-09,9999-01-01
18578,Engineer,1988-08-13,1997-08-13
18578,Senior Engineer,1997-08-13,9999-01-01
18581,Senior Staff,1995-07-23,9999-01-01
18581,Staff,1987-07-23,1995-07-23
18583,Staff,1998-08-16,9999-01-01
18584,Senior Engineer,1993-07-01,9999-01-01
18591,Staff,1998-07-18,9999-01-01
